dataset	N	pert_id	pert_iname	score	is_target
GSE90594	300	BRD-A63043573	cabergoline	7.594589285714288	0
GSE90594	300	BRD-K68144790	glycodeoxycholic-acid	13.661321428571416	0
GSE90594	300	BRD-K68102868	BRD-K68102868	14.881749999999991	0
GSE90594	300	BRD-K43256821	BRD-K43256821	6.667916666666664	0
GSE90594	300	BRD-A33833419	TER-14687	13.879583333333336	0
GSE90594	300	BRD-K47695085	BRD-K47695085	10.392130952380944	0
GSE90594	300	BRD-K60667905	SA-427228	9.241500000000002	0
GSE90594	300	BRD-K65774694	BRD-K65774694	9.913749999999999	0
GSE90594	300	BRD-A96897502	U-74389F	14.072833333333335	0
GSE90594	300	BRD-K86048057	BRD-K86048057	10.87891428571428	0
GSE90594	300	BRD-K58601216	SA-1922927	10.268184523809524	0
GSE90594	300	BRD-K73276569	BRD-K73276569	11.89055952380953	0
GSE90594	300	BRD-K40892394	AR-C133057XX	9.86806349206348	0
GSE90594	300	BRD-K52850071	WHI-P154	5.571610714285717	0
GSE90594	300	BRD-K28112517	BRD-K28112517	6.667999999999997	0
GSE90594	300	BRD-K91701654	U-0126	6.009428571428579	0
GSE90594	300	BRD-K08317416	BRD-K08317416	7.764999999999993	0
GSE90594	300	BRD-A06726973	dibutyrylcyclic-gmp	9.198732142857137	0
GSE90594	300	BRD-K49371609	PIK-75	13.154669897959172	0
GSE90594	300	BRD-A15435692	BMY-14802	10.803333333333335	0
GSE90594	300	BRD-A03926027	ST-014147	10.088249999999993	0
GSE90594	300	BRD-K58223721	BRD-K58223721	19.608202380952374	0
GSE90594	300	BRD-K87730440	BRD-K87730440	11.406327380952384	0
GSE90594	300	BRD-A32164164	methyllycaconitine	8.06732738095237	0
GSE90594	300	BRD-K93623501	BRD-K93623501	11.860964285714282	0
GSE90594	300	BRD-A11095214	BRD-A11095214	10.054380952380955	0
GSE90594	300	BRD-K99515112	ST-4029010	15.512619047619042	0
GSE90594	300	BRD-K58033748	BRD-K58033748	12.23755476190476	0
GSE90594	300	BRD-K57285282	JAS07-006	7.157464285714291	0
GSE90594	300	BRD-K45356824	SA-1973497	8.105385714285717	0
GSE90594	300	BRD-K92446736	zatebradine	5.639735714285718	0
GSE90594	300	BRD-A92651262	nalbuphine	8.864866666666666	0
GSE90594	300	BRD-K76876037	BRD-K76876037	9.610339285714282	0
GSE90594	300	BRD-K81300454	BRD-K81300454	8.709730612244895	0
GSE90594	300	BRD-A61189834	BRD-A61189834	10.20781904761904	0
GSE90594	300	BRD-K82865713	prostaglandin-b2	10.600071428571436	0
GSE90594	300	BRD-K41571462	BRD-K41571462	12.025530952380954	0
GSE90594	300	BRD-K50297939	UTMB-00530	12.652952380952371	0
GSE90594	300	BRD-K46766488	S-14506	14.127523809523817	0
GSE90594	300	BRD-K47808476	BRD-K47808476	14.161934523809528	0
GSE90594	300	BRD-K68007270	BRD-K68007270	7.982726190476184	0
GSE90594	300	BRD-K98064019	BRD-K98064019	7.435202380952383	0
GSE90594	300	BRD-A96485169	EBPC	14.891976190476178	0
GSE90594	300	BRD-A97479839	piperidolate	8.602485714285713	0
GSE90594	300	BRD-K20401833	BRD-K20401833	9.296673469387752	0
GSE90594	300	BRD-K07110772	SA-433965	11.671360714285704	0
GSE90594	300	BRD-A07440155	labetalol	7.955152380952374	0
GSE90594	300	BRD-K79489641	BRD-K79489641	10.963113095238091	0
GSE90594	300	BRD-A77216878	manumycin-a	10.274385714285717	0
GSE90594	300	BRD-K48188942	BG-STK33-59	10.370976190476192	0
GSE90594	300	BRD-K95785537	PP-2	1.206928571428568	0
GSE90594	300	BRD-K12690157	BRD-K12690157	5.799445238095239	0
GSE90594	300	BRD-A38878059	BL-077	9.636315476190466	0
GSE90594	300	BRD-K23319301	BRD-K23319301	5.910842857142846	0
GSE90594	300	BRD-A92439610	triamcinolone-acetonide	8.43147619047618	0
GSE90594	300	BRD-K89451433	BRD-K89451433	6.124467857142851	0
GSE90594	300	BRD-K98404142	BRD-K98404142	8.109845238095243	0
GSE90594	300	BRD-K58900438	BRD-K58900438	11.941488095238094	0
GSE90594	300	BRD-K51683034	BRD-K51683034	13.015219047619048	0
GSE90594	300	BRD-K88008216	BRD-K88008216	9.542458333333336	0
GSE90594	300	BRD-K84284996	PSH-025	16.187167857142853	0
GSE90594	300	BRD-K78167523	BRD-K78167523	4.242583333333331	0
GSE90594	300	BRD-K26241953	piceatannol	7.060860714285716	0
GSE90594	300	BRD-K53423944	BRD-K53423944	7.185916666666674	0
GSE90594	300	BRD-K69932463	AZD-8055	1.4470000000000005	0
GSE90594	300	BRD-K18972207	BRD-K18972207	10.818690476190474	0
GSE90594	300	BRD-A48631911	mibefradil	9.103825396825403	0
GSE90594	300	BRD-K36862742	hydroflumethiazide	7.128220238095228	0
GSE90594	300	BRD-K95047050	BRD-K95047050	14.083720238095246	0
GSE90594	300	BRD-A18411371	BRD-A18411371	10.964616666666668	0
GSE90594	300	BRD-K16782389	BRD-K16782389	6.377452380952377	0
GSE90594	300	BRD-K98143437	SB-239063	6.896190476190474	0
GSE90594	300	BRD-K75264577	BRD-K75264577	10.811863095238103	0
GSE90594	300	BRD-K50985433	BRD-K50985433	15.323904761904764	0
GSE90594	300	BRD-K27881911	BRD-K27881911	10.460985714285718	0
GSE90594	300	BRD-K53523901	arctigenin	7.797069047619046	0
GSE90594	300	BRD-K46862739	metyrapone	9.08437716450216	0
GSE90594	300	BRD-K80451230	zamifenacin	9.528559523809516	0
GSE90594	300	BRD-K21387011	BRD-K21387011	11.374202380952378	0
GSE90594	300	BRD-K37940862	BRD-K37940862	10.140964285714286	0
GSE90594	300	BRD-K68202742	trichostatin-a	5.9509642857142735	0
GSE90594	300	BRD-A67605442	tetrahydrobiopterin	9.631547619047627	0
GSE90594	300	BRD-A15493168	tetracycline	11.884761904761907	0
GSE90594	300	BRD-K85383046	IAA-94	8.475732142857142	0
GSE90594	300	BRD-A43640821	BRD-A43640821	4.616166666666671	0
GSE90594	300	BRD-K89020690	BRD-K89020690	6.164892857142862	0
GSE90594	300	BRD-A73741725	exemestane	13.955142857142858	0
GSE90594	300	BRD-K14788918	BRD-K14788918	7.615428571428562	0
GSE90594	300	BRD-K54314721	zolmitriptan	12.509464285714284	0
GSE90594	300	BRD-K05979026	BRD-K05979026	9.395892857142861	0
GSE90594	300	BRD-K03319035	maprotiline	8.608559523809516	0
GSE90594	300	BRD-K44931544	BRD-K44931544	10.526327380952381	0
GSE90594	300	BRD-K95033227	BRD-K95033227	8.202297619047613	0
GSE90594	300	BRD-A93236127	digitoxin	5.971902380952385	0
GSE90594	300	BRD-K19166598	BRD-K19166598	4.592351190476192	0
GSE90594	300	BRD-K25050358	BRD-K25050358	11.263089285714285	0
GSE90594	300	BRD-K32610195	androstenedione	12.590033333333334	0
GSE90594	300	BRD-A62434282	goserelin	9.846374999999998	0
GSE90594	300	BRD-K82747512	BRD-K82747512	10.778380952380957	0
GSE90594	300	BRD-K27305650	LY-294002	1.45333333333333	0
GSE90594	300	BRD-K98739056	BRD-K98739056	8.933297619047615	0
GSE90594	300	BRD-K93158953	BRD-K93158953	7.967011904761904	0
GSE90594	300	BRD-K72903603	zidovudine	13.811797619047605	0
GSE36169	100	Li	Li	0.21547072777178308	1
GSE36169	100	Zn_proxy	Zn_proxy	3.4153222122487503	1
GSE36169	100	GSK3	GSK3	1.5849397964343428	1
GSE36169	100	Li_Zn	Li_Zn	3.6307929400205334	1
GSE36169	100	GSK3_Zn	GSK3_Zn	5.000262008683094	1
GSE36169	100	BRD-K46017542	BRD-K46017542	2.959361536376646	0
GSE36169	100	BRD-K49577446	flunisolide	7.021673005673857	0
GSE36169	100	BRD-K94176593	TWS-119	2.258578299219299	0
GSE36169	100	BRD-K92953840	BRD-K92953840	0.9245136110798686	0
GSE36169	100	BRD-K06159959	CCMQ	5.948319365976894	0
GSE36169	100	BRD-A64290322	cyclosporin-a	1.395657406358902	0
GSE36169	100	BRD-K11634954	GBR-13069	3.2185105333677715	0
GSE36169	100	BRD-K42098891	protriptyline	2.1360637948590835	0
GSE36169	100	BRD-K90543092	levonorgestrel	5.624363551597871	0
GSE36169	100	BRD-A75931230	F-1061-0166	2.9144889692833496	0
GSE36169	100	BRD-K96703623	BRD-K96703623	3.7723639732205387	0
GSE36169	100	BRD-K31975688	BRD-K31975688	5.122606256035056	0
GSE36169	100	BRD-K17830172	BRD-K17830172	4.756010607124097	0
GSE36169	100	BRD-K06692906	Gossypetin	2.0576360224219576	0
GSE36169	100	BRD-K68690198	BRD-K68690198	4.078394439312353	0
GSE36169	100	BRD-A91992993	siguazodan	5.904180733711909	0
GSE36169	100	BRD-A56359832	zileuton	1.6679559951165692	0
GSE36169	100	BRD-K08316444	rotenone	2.291832882219338	0
GSE36169	100	BRD-K41713976	E-4031	3.2858832428117437	0
GSE36169	100	BRD-A94413429	NTNCB	2.7161350888052658	0
GSE36169	100	BRD-K69556541	ryanodine	2.508953784225038	0
GSE36169	100	BRD-K04676863	BRD-K04676863	0.8984511758134773	0
GSE36169	100	BRD-K20352452	BRD-K20352452	3.2103740914351793	0
GSE36169	100	BRD-K72420232	WZ-4002	3.7956966644924406	0
GSE36169	100	BRD-K80184735	KUC104240N	2.4078958277980185	0
GSE36169	100	BRD-A83326220	brazilin	6.573010662600472	0
GSE36169	100	BRD-A80383043	4-carboxy-3-hydroxyphenylglycine-(RS)	2.478713000548262	0
GSE36169	100	BRD-K79554012	BRD-K79554012	4.986187062508057	0
GSE36169	100	BRD-A92630576	trimebutine	5.549777955694189	0
GSE36169	100	BRD-K15054362	BRD-K15054362	3.185375397558839	0
GSE36169	100	BRD-A73859745	glycodeoxycholic-acid	2.1228952593188057	0
GSE36169	100	BRD-K02275692	cefotiam	1.8271144879990908	0
GSE36169	100	BRD-K24468827	BRD-K24468827	2.0972856436583767	0
GSE36169	100	BRD-K64754843	BRD-K64754843	5.0857875874769585	0
GSE36169	100	BRD-K15616905	CCCP	7.836620369067481	0
GSE36169	100	BRD-K84937637	sirolimus	2.238904082548884	0
GSE36169	100	BRD-K77790153	BRD-K77790153	2.7975447029930844	0
GSE36169	100	BRD-K98546361	BRD-K98546361	2.3330283563703613	0
GSE36169	100	BRD-K64409586	KU-C104488	2.6507394386980003	0
GSE36169	100	BRD-A98431941	ephedrine	4.220435619932773	0
GSE36169	100	BRD-K28610502	RAN-05	4.923221392930579	0
GSE36169	100	BRD-K15588452	R-96544	2.7460869812033213	0
GSE36169	100	BRD-K17743125	belinostat	1.9670826616539971	0
GSE36169	100	BRD-A59943784	fluticasone	5.401961788775246	0
GSE36169	100	BRD-K42107428	BRD-K42107428	3.203435308788049	0
GSE36169	100	BRD-K15402119	huperzine-a	2.5800913247533814	0
GSE36169	100	BRD-K95760042	BRD-K95760042	1.4528063242296065	0
GSE36169	100	BRD-K79602928	metformin	0.4685558992882814	0
GSE36169	100	BRD-K44812652	BRD-K44812652	0.7776688500367879	0
GSE36169	100	BRD-A50311610	meclizine	3.4645095593673423	0
GSE36169	100	BRD-K90090262	BRD-K90090262	1.268451347345495	0
GSE36169	100	BRD-K41227865	ST-4039884	1.1297661824833933	0
GSE36169	100	BRD-K48673964	BRD-K48673964	2.4535123648052024	0
GSE36169	100	BRD-K90553655	testosterone	2.095395345433325	0
GSE36169	100	BRD-K23875128	RHO-kinase-inhibitor-III[rockout]	2.3404141698132626	0
GSE36169	100	BRD-K49519144	LY-2140023	5.677430541536227	0
GSE36169	100	BRD-K59024967	BRD-K59024967	5.272982742468487	0
GSE36169	100	BRD-A00474148	BRD-A00474148	2.6273950725785404	0
GSE36169	100	BRD-K49403449	BRD-K49403449	3.918236257870406	0
GSE36169	100	BRD-K38910949	ST-4075437	7.705752625111426	0
GSE36169	100	BRD-K10466330	AVA	2.0414171996800836	0
GSE36169	100	BRD-K48115423	2-(4-methoxybenzylthio)-6-methylpyrimidin-4-ol	6.1797861414700686	0
GSE36169	100	BRD-K13571841	pepstatin	3.929165626932773	0
GSE36169	100	BRD-K14945759	KU-C104127	11.265208108680255	0
GSE36169	100	BRD-A00626522	BRD-A00626522	4.477639947586611	0
GSE36169	100	BRD-K97631938	BRD-K97631938	4.4960123004031205	0
GSE36169	100	BRD-K31706415	BRD-K31706415	5.126207038864612	0
GSE36169	100	BRD-K99595596	salsolinol	3.8491156273553604	0
GSE36169	100	BRD-K27184429	levocetirizine	2.926127302155965	0
GSE36169	100	BRD-K19894101	MST-312	2.7039666084126415	0
GSE36169	100	BRD-K43620258	CHEMBL-399379	1.6644578065555287	0
GSE36169	100	BRD-A41649729	BRD-A41649729	5.500560974054371	0
GSE36169	100	BRD-K31268420	NSC-693868	1.3549345085809898	0
GSE36169	100	BRD-K77554836	triamcinolone	4.9878684599207235	0
GSE36169	100	BRD-K75295174	alisertib	6.991894386040595	0
GSE36169	100	BRD-K71860425	CDK2-5-inhibitor	1.7620575729891046	0
GSE36169	100	BRD-K65639003	icariin	6.827934204184145	0
GSE36169	100	BRD-K45044657	BRD-K45044657	4.254581396912972	0
GSE36169	100	BRD-K15601958	SEW-2871	7.595634007117596	0
GSE36169	100	BRD-K37372998	BRD-K37372998	1.3044594880568596	0
GSE36169	100	BRD-K36533576	KU-C103875	0.0	0
GSE36169	100	BRD-A39121618	BRD-A39121618	10.146509946326194	0
GSE36169	100	BRD-K61463582	BRD-K61463582	3.7434468525768314	0
GSE36169	100	BRD-K06071925	BRD-K06071925	1.3109818566080877	0
GSE36169	100	BRD-K78559095	BRD-K78559095	3.5505129078308695	0
GSE36169	100	BRD-K81144366	moxisylyte	3.4650052315125244	0
GSE36169	100	BRD-K98471960	BRD-K98471960	5.537194592647354	0
GSE36169	100	BRD-K98521173	desoxycortone	2.899402665132192	0
GSE36169	100	BRD-K00532621	midazolam	2.7538634777206465	0
GSE36169	100	BRD-K55260239	BRD-K55260239	2.2590441321553647	0
GSE36169	100	BRD-K73082558	BRD-K73082558	1.7711325294162976	0
GSE36169	100	BRD-K49327517	THZ-2-98-01	3.5199773600921165	0
GSE36169	100	BRD-K07516181	BRD-K07516181	4.166401055554859	0
GSE36169	100	BRD-K34388789	BRD-K34388789	1.4280466837794785	0
GSE36169	100	BRD-K14993104	bemegride	5.755267967374519	0
GSE36169	100	BRD-K94381355	BRD-K94381355	2.8315795558974832	0
GSE36169	100	BRD-K45542213	BRD-K45542213	1.0671601065660994	0
GSE36169	100	BRD-A63043573	cabergoline	4.545624570893208	0
GSE36169	100	BRD-K68144790	glycodeoxycholic-acid	9.334436894731233	0
GSE36169	100	BRD-K68102868	BRD-K68102868	5.2440830862905585	0
GSE36169	100	BRD-K43256821	BRD-K43256821	6.157718653570844	0
GSE36169	100	BRD-A33833419	TER-14687	3.6779982787098033	0
GSE36169	100	BRD-K47695085	BRD-K47695085	3.706136157878329	0
GSE36169	100	BRD-K60667905	SA-427228	4.387886000085006	0
GSE36169	100	BRD-K65774694	BRD-K65774694	1.1074871964523858	0
GSE36169	100	BRD-A96897502	U-74389F	8.013361462767664	0
GSE36169	100	BRD-K86048057	BRD-K86048057	2.1927472243158794	0
GSE36169	100	BRD-K58601216	SA-1922927	2.2884594864063583	0
GSE36169	100	BRD-K73276569	BRD-K73276569	5.033675863807721	0
GSE36169	100	BRD-K40892394	AR-C133057XX	1.235933442940754	0
GSE36169	100	BRD-K52850071	WHI-P154	4.102476937259508	0
GSE36169	100	BRD-K28112517	BRD-K28112517	3.7362421720079273	0
GSE36169	100	BRD-K91701654	U-0126	6.691847825493912	0
GSE36169	100	BRD-K08317416	BRD-K08317416	2.9421778204840776	0
GSE36169	100	BRD-A06726973	dibutyrylcyclic-gmp	4.020050155061501	0
GSE36169	100	BRD-K49371609	PIK-75	4.87355761421332	0
GSE36169	100	BRD-A15435692	BMY-14802	1.16555322614622	0
GSE36169	100	BRD-A03926027	ST-014147	3.9461650694265478	0
GSE36169	100	BRD-K58223721	BRD-K58223721	0.8713846372972833	0
GSE36169	100	BRD-K87730440	BRD-K87730440	1.79552425131144	0
GSE36169	100	BRD-A32164164	methyllycaconitine	0.2168967448977608	0
GSE36169	100	BRD-K93623501	BRD-K93623501	1.4030304957322763	0
GSE36169	100	BRD-A11095214	BRD-A11095214	1.7732424746164466	0
GSE36169	100	BRD-K99515112	ST-4029010	2.44046038427582	0
GSE36169	100	BRD-K58033748	BRD-K58033748	0.4056038817713725	0
GSE36169	100	BRD-K57285282	JAS07-006	2.0818299484102987	0
GSE36169	100	BRD-K45356824	SA-1973497	2.257952940158895	0
GSE36169	100	BRD-K92446736	zatebradine	0.8702941291970134	0
GSE36169	100	BRD-A92651262	nalbuphine	1.9330907372031643	0
GSE36169	100	BRD-K76876037	BRD-K76876037	1.1280557149227577	0
GSE36169	100	BRD-K81300454	BRD-K81300454	3.985678528322202	0
GSE36169	100	BRD-A61189834	BRD-A61189834	1.980834338465871	0
GSE36169	100	BRD-K82865713	prostaglandin-b2	8.15774463000998	0
GSE36169	100	BRD-K41571462	BRD-K41571462	11.572389304956689	0
GSE36169	100	BRD-K50297939	UTMB-00530	1.9278812361152997	0
GSE36169	100	BRD-K46766488	S-14506	5.649939410938857	0
GSE36169	100	BRD-K47808476	BRD-K47808476	6.707496024303989	0
GSE36169	100	BRD-K68007270	BRD-K68007270	6.227041870370852	0
GSE36169	100	BRD-K98064019	BRD-K98064019	0.22430433752622075	0
GSE36169	100	BRD-A96485169	EBPC	8.720222558750471	0
GSE36169	100	BRD-A97479839	piperidolate	6.512645765652069	0
GSE36169	100	BRD-K20401833	BRD-K20401833	2.1960263139329723	0
GSE36169	100	BRD-K07110772	SA-433965	4.804468429974631	0
GSE36169	100	BRD-A07440155	labetalol	2.7701617825538807	0
GSE36169	100	BRD-K79489641	BRD-K79489641	4.821435483285945	0
GSE36169	100	BRD-A77216878	manumycin-a	4.5418091299429415	0
GSE36169	100	BRD-K48188942	BG-STK33-59	5.679692016026076	0
GSE36169	100	BRD-K95785537	PP-2	0.0	0
GSE36169	100	BRD-K12690157	BRD-K12690157	1.9784782810799773	0
GSE36169	100	BRD-A38878059	BL-077	0.521333059560618	0
GSE36169	100	BRD-K23319301	BRD-K23319301	9.068813015259517	0
GSE36169	100	BRD-A92439610	triamcinolone-acetonide	3.9695474579573897	0
GSE36169	100	BRD-K89451433	BRD-K89451433	8.358614058736972	0
GSE36169	100	BRD-K98404142	BRD-K98404142	7.165905317769225	0
GSE36169	100	BRD-K58900438	BRD-K58900438	3.588846112815359	0
GSE36169	100	BRD-K51683034	BRD-K51683034	4.5290880078370055	0
GSE36169	100	BRD-K88008216	BRD-K88008216	2.7549979799352524	0
GSE36169	100	BRD-K84284996	PSH-025	4.447709220862448	0
GSE36169	100	BRD-K78167523	BRD-K78167523	1.647029049371529	0
GSE36169	100	BRD-K26241953	piceatannol	3.2079174636309515	0
GSE36169	100	BRD-K53423944	BRD-K53423944	2.2574520270680747	0
GSE36169	100	BRD-K69932463	AZD-8055	0.0	0
GSE36169	100	BRD-K18972207	BRD-K18972207	1.264915910361956	0
GSE36169	100	BRD-A48631911	mibefradil	7.2903296665019965	0
GSE36169	100	BRD-K36862742	hydroflumethiazide	0.0	0
GSE36169	100	BRD-K95047050	BRD-K95047050	4.15903225442354	0
GSE36169	100	BRD-A18411371	BRD-A18411371	3.80151824285286	0
GSE36169	100	BRD-K16782389	BRD-K16782389	2.320504193756829	0
GSE36169	100	BRD-K98143437	SB-239063	5.880929449924976	0
GSE36169	100	BRD-K75264577	BRD-K75264577	1.1359335121972145	0
GSE36169	100	BRD-K50985433	BRD-K50985433	5.222001609043504	0
GSE36169	100	BRD-K27881911	BRD-K27881911	2.2489863077387446	0
GSE36169	100	BRD-K53523901	arctigenin	5.053954698047447	0
GSE36169	100	BRD-K46862739	metyrapone	3.0705428542904136	0
GSE36169	100	BRD-K80451230	zamifenacin	5.340516456124284	0
GSE36169	100	BRD-K21387011	BRD-K21387011	1.9654198465633548	0
GSE36169	100	BRD-K37940862	BRD-K37940862	8.814603282419966	0
GSE36169	100	BRD-K68202742	trichostatin-a	3.232786290831556	0
GSE36169	100	BRD-A67605442	tetrahydrobiopterin	6.286547850017888	0
GSE36169	100	BRD-A15493168	tetracycline	4.783711626011923	0
GSE36169	100	BRD-K85383046	IAA-94	3.405408340985049	0
GSE36169	100	BRD-A43640821	BRD-A43640821	2.8626504216149766	0
GSE36169	100	BRD-K89020690	BRD-K89020690	1.7835430103076684	0
GSE36169	100	BRD-A73741725	exemestane	6.04875433483932	0
GSE36169	100	BRD-K14788918	BRD-K14788918	4.144991125072917	0
GSE36169	100	BRD-K54314721	zolmitriptan	5.558847614209738	0
GSE36169	100	BRD-K05979026	BRD-K05979026	7.171463606114313	0
GSE36169	100	BRD-K03319035	maprotiline	4.441140210007243	0
GSE36169	100	BRD-K44931544	BRD-K44931544	2.2712450573902156	0
GSE36169	100	BRD-K95033227	BRD-K95033227	6.403425153895411	0
GSE36169	100	BRD-A93236127	digitoxin	2.1334206007422916	0
GSE36169	100	BRD-K19166598	BRD-K19166598	4.809408202158097	0
GSE36169	100	BRD-K25050358	BRD-K25050358	2.3131661679996323	0
GSE36169	100	BRD-K32610195	androstenedione	6.5963129079056335	0
GSE36169	100	BRD-A62434282	goserelin	3.3267607581945757	0
GSE36169	100	BRD-K82747512	BRD-K82747512	3.795440647803507	0
GSE36169	100	BRD-K27305650	LY-294002	0.8401572244492979	0
GSE36169	100	BRD-K98739056	BRD-K98739056	1.388856143466831	0
GSE36169	100	BRD-K93158953	BRD-K93158953	3.0613225025469673	0
